SMILES,pCHEMBL,Molecular Weight,logP,pCHEMBL_norm
CNC(=O)[C@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cccc(Cl)c4)nc(C#CCCC(=O)NCCCCN)nc31)[C@H](O)[C@@H]2O,6.12,595.1,1.11,0.3028571428571429
Nc1nc2c(cnn2CCc2ccc(S(=O)(=O)O)cc2)c2nc(-c3ccco3)nn12,7.0,425.43,1.81,0.42857142857142855
O=C(Cc1ccc2ccccc2c1)Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12,7.13,527.59,5.7,0.4471428571428571
CCCCn1cc2c(nc(NC(=O)Cc3cccs3)n3nc(-c4ccco4)nc23)n1,8.38,421.49,3.78,0.6257142857142858
CCn1cc2c(nc(NC(=O)Cc3cccs3)n3nc(-c4ccco4)nc23)n1,7.8,393.43,3.0,0.5428571428571428
CCCCc1nc2[nH]cnc2c2nc(-c3ccc(F)cc3)nn12,6.29,310.34,3.15,0.3271428571428571
COc1ccc(NC(=O)Nc2nc3nn(CCc4c(Br)cc(Br)cc4Br)cc3c3nc(-c4ccco4)nn23)cc1,5.69,731.2,6.92,0.2414285714285715
CCOC(=O)c1nc[nH]c1/N=N/c1c(O)ccc2ccccc12,5.9,310.31,3.86,0.27142857142857146
CN(C)CCOc1ccc(-c2nc3c([nH]2)c(=O)n(C)c(=O)n3C)cc1,9.4,343.39,0.57,0.7714285714285715
COc1cccc2cc(C(=O)Nc3c(C#N)ncn3-c3ccc(F)cc3)c(=N)oc12,6.2,403.37,3.37,0.31428571428571433
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(C#CC[C@H]4CC[C@H](C(=O)OC)CC4)nc32)[C@H](O)[C@@H]1O,9.3,486.53,-0.12,0.7571428571428572
CCc1nc2c([nH]1)c1nc(CC)[nH]c1c1nc(CC)[nH]c21,6.14,282.35,3.0,0.30571428571428566
O=C(O)[C@H]1CC[C@H](OC2CCN(c3ccc(-c4nc5cc(C(F)(F)F)ccc5[nH]4)cn3)CC2)CC1,5.34,488.51,5.27,0.19142857142857142
CC(C)CCn1cc2c(nc(NC(=O)Cc3cccc(Cl)c3)n3nc(-c4ccco4)nc23)n1,8.73,463.93,4.61,0.6757142857142858
COc1ccc(NC(=O)Nc2nc3nn(CCC(C)C)cc3c3nc(-c4ccco4)nn23)cc1,7.19,460.5,4.43,0.4557142857142858
COC[C@H]1CCCN1c1cc(N)nc(-n2nc(C)cc2C)n1,6.58,302.38,1.48,0.3685714285714286
CCCn1c(=O)c2nc([C@]34CC[C@](C(=O)OC)(CC3)CC4)[nH]c2n(CCC)c1=O,6.04,402.5,2.47,0.2914285714285714
COc1cccc(Cn2cnc3c(-c4ccco4)nc(N)nc32)c1,8.15,321.34,2.73,0.5928571428571429
CS(=O)(=O)c1ccc(Cn2ncc3c(-c4ccco4)nc(N)nc32)cc1,6.47,369.41,2.12,0.3528571428571428
Nc1nc(-c2ccco2)c2cnn(Cc3ccco3)c2n1,7.44,281.27,2.31,0.4914285714285715
CCn1cc2c(nc(N)n3nc(-c4ccco4)nc23)n1,8.71,269.27,1.34,0.6728571428571429
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(NC(=O)c5cc(C(C)(C)C)c(O)c(C(C)(C)C)c5)cc4)nc32)[C@H](O)[C@@H]1O,7.85,674.8,3.37,0.5499999999999999
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(NC(=O)CCCC[C@H]5CCSS5)cc4)nc32)[C@H](O)[C@@H]1O,8.18,630.8,2.47,0.5971428571428571
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(NCCc4ccccc4)nc32)[C@H](O)[C@@H]1O,7.18,607.72,3.48,0.45428571428571424
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(NCCc4ccc(NC(=O)CCCC[C@H]5CCSS5)cc4)nc32)[C@H](O)[C@@H]1O,7.05,811.05,6.13,0.43571428571428567
Nc1nc(SCCc2ccc(S(=O)(=O)O)cc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,6.93,483.53,-0.4,0.41857142857142854
Nc1ncnc2c1ncn2[C@@H]1O[C@H](C(=O)NCCO)[C@@H](O)[C@H]1O,6.3,324.3,-2.86,0.32857142857142857
CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cccc(I)c4)nc(Cl)nc31)[C@H](O)[C@@H]2O,6.11,554.78,1.73,0.3014285714285715
COc1cc(OC)cc(C(CNc2ncnc3c2ncn3[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2ccccc2C)c1,7.45,521.57,2.01,0.4928571428571429
Nc1nc2c(cnn2CCN2CCc3ccccc3C2)c2nc(-c3ccco3)nn12,8.39,400.45,2.37,0.6271428571428572
Nc1nc2c(cnn2CCCc2ccc(O)cc2)c2nc(-c3ccco3)nn12,8.82,375.39,2.65,0.6885714285714286
COc1ccc(-c2c(C#N)c(N)nc(SCc3ncc[nH]3)c2C#N)cc1,6.67,362.42,3.1,0.3814285714285714
CCCCc1nc2[nH]cnc2c2nc(-c3cccc(Cl)c3)nn12,7.25,326.79,3.66,0.4642857142857143
COc1cncc(-c2cc(NC(C)=O)nc(-n3nc(C)cc3C)n2)c1,7.24,338.37,2.31,0.4628571428571429
O=c1c(O)c(-c2ccccc2)oc2cc(O)cc(O)c12,4.48,270.24,2.58,0.06857142857142863
Nc1nc(N2CCN(C(=O)C(Cl)Cl)CC2)nc2nc(-c3ccco3)nn12,6.55,397.23,0.81,0.36428571428571427
Nc1nc(NC(=O)c2ccccc2)n2nc(-c3ccco3)nc2n1,7.36,321.3,1.61,0.48000000000000004
COc1ccc(NC(=O)Nc2nc3cn(CCc4ccccc4)nc3c3nc(-c4ccco4)nn23)cc1,6.17,494.52,4.63,0.31
Nc1nc2c(cnn2Cc2ccc(O)cc2)c2nc(-c3ccco3)nn12,6.83,347.34,2.07,0.4042857142857143
Cc1cc2c(c(C)c1O)c1ncccc1n2C,4.36,226.28,3.05,0.051428571428571476
Nc1nc(-n2cc(C(=O)NCc3ccc(Cl)cc3)cn2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,6.15,500.9,-0.21,0.3071428571428572
Cc1cc(C)n(-c2cc(NC(=O)Cc3ccc(S(C)(=O)=O)cc3)nc(-c3ccccn3)n2)n1,9.0,462.54,2.93,0.7142857142857143
COc1ccc(CC(=O)Nc2cc(-n3nc(C)cc3C)nc(-c3ccccn3)n2)cc1,9.0,414.47,3.53,0.7142857142857143
CCOC(=O)c1cnc(NC(c2ccccc2)c2ccccc2)n2nc(-c3ccco3)nc12,6.42,439.48,4.76,0.3457142857142857
Cc1[nH]c2nc(-c3ccccc3)nc(NCc3ccncc3)c2c1C,6.09,329.41,4.25,0.29857142857142854
N#Cc1c(N)nc(SCc2ncc[nH]2)c(C#N)c1-c1ccc(O)cc1,7.55,348.39,2.8,0.5071428571428571
CC(=O)NCCNc1nc(-c2ccco2)c(C(=O)c2ccccc2)s1,6.55,355.42,3.18,0.36428571428571427
CC(=O)Nc1cc(-n2cccn2)nc(-c2ccco2)n1,9.22,269.26,1.88,0.7457142857142858
Cc1ccc(-c2nc(NC(=O)CCc3ccccc3F)cc(-c3nccs3)n2)o1,7.8,408.46,4.88,0.5428571428571428
N#Cc1cccc(OCC(=O)Nc2cc(-c3nccs3)nc(-c3ccccn3)n2)c1,8.74,414.45,3.55,0.6771428571428572
Cc1cc(C)n(-c2cc(NC(=O)COc3cccc(CN)c3)nc(-c3ccc(C)o3)n2)n1,9.52,432.48,3.32,0.7885714285714285
CN1CCN(S(=O)(=O)c2ccc(CCn3ncc4c3nc(N)n3nc(-c5ccco5)nc43)cc2)CC1,8.42,507.58,1.5,0.6314285714285715
Nc1nc(NC2CCCC2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,8.29,350.38,-0.63,0.6128571428571428
O=C(Nc1cccc(Cl)c1)Nc1nc2ccccc2n2c(=O)c(-c3ccccc3)nn12,6.2,430.86,4.31,0.31428571428571433
Cc1ccc(-c2nn3c(N)nc4ccc(Cl)cc4n3c2=O)cc1,8.64,325.76,2.55,0.6628571428571429
CCCc1nc2[nH]c(-c3ccccc3)nc(-c3ccccc3)c-2n1,6.78,314.39,4.59,0.3971428571428572
Nc1nc(NCCc2ccc(Br)cc2)nc2nc(-c3ccco3)nn12,6.74,400.24,2.78,0.39142857142857146
Cc1[nH]c2nc(-c3ccccc3)nc(N[C@H]3CC[C@H](O)CC3)c2c1C,6.12,336.44,3.96,0.3028571428571429
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NNC(=O)c4sccc4C)nc(Cl)nc32)[C@H](O)[C@@H]1O,5.42,481.92,0.36,0.20285714285714285
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(-c5ccccc5)cc4)cc3)cc2n(C)c1=O,5.5,508.58,4.79,0.21428571428571427
Cc1cn2c(NC(=O)C3CCCC3)nc(-c3ccccc3)nc2n1,5.37,321.38,3.23,0.19571428571428573
Cc1[nH]c2nc(-c3ccccc3)nc(N[C@@H]3CCCCNC3=O)c2c1C,5.69,349.44,3.32,0.2414285714285715
O=C(Nc1cccc(Cl)c1)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12,6.98,498.93,5.27,0.42571428571428577
CCCOC(=O)c1cnc2c(cnn2CC(Cl)c2ccccc2)c1N1CCCC1,5.7,412.92,4.58,0.24285714285714288
CCCOC(=O)c1cnc2c(cnn2CC(Cl)c2ccccc2)c1NC1CC1,5.81,398.89,4.55,0.2585714285714285
Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccc(Cl)cc3)nn12,5.66,389.85,3.62,0.23714285714285716
CCCCC#Cc1nc(N)c2ncn([C@H]3[C@H](O)[C@H](O)[C@@H]4C[C@@H]43)c2n1,7.0,327.39,0.86,0.42857142857142855
CCn1cc2c(nc(N)n3nc(-c4ccc(Cl)cc4)nc23)n1,6.07,313.75,2.4,0.29571428571428576
COc1ccc(CC(=O)Nc2cc(-n3nc(C)cc3C)nc(-c3ccc(C)o3)n2)cc1,8.4,417.47,4.04,0.6285714285714287
COc1ccc(CC(=O)Nc2cc(-n3nc(C)cc3C)nc(-c3ccc(C)o3)n2)cc1OC,8.7,447.5,4.05,0.6714285714285714
CCCn1c(=O)c2[nH]c(-c3cnn(Cc4cc(-c5ccc(Cl)cc5)on4)c3)nc2n(CC)c1=O,6.11,479.93,3.54,0.3014285714285715
COCCOc1ccc(N2CCN(CCn3cnc4c3nc(N)n3nc(-c5ccccc5C)nc43)CC2)cc1,7.69,527.63,2.88,0.5271428571428572
COCCOc1ccc(N2CCN(CCn3cnc4c3nc(N)n3nc(-c5ccccc5C(F)(F)F)nc43)CC2)cc1,8.0,581.6,3.59,0.5714285714285714
COCCOc1ccc(N2CCN(CCn3cnc4c3nc(N)n3nc(-c5cccc(F)c5)nc43)CC2)cc1,8.7,531.6,2.71,0.6714285714285714
Nc1nc2c(ncn2CCN2CCN(c3cccc(Cl)c3)CC2)c2nc(-c3ccco3)nn12,9.4,463.93,2.79,0.7714285714285715
Nc1nc2c(ncn2CCN2CCN(c3ccc(Cl)cc3F)CC2)c2nc(-c3ccco3)nn12,9.52,481.92,2.93,0.7885714285714285
Nc1nc2c(ncn2Cc2ccccc2C(F)(F)F)c2nc(-c3ccco3)nn12,8.34,399.34,3.38,0.62
OC[C@@H]1CCCN1c1nc(-c2nccs2)c2sccc2n1,8.55,318.43,2.78,0.6500000000000001
CCCn1c(=O)c2nc([C@]34CC[C@](C=O)(CC3)CC4)[nH]c2n(CCC)c1=O,6.1,372.47,2.5,0.29999999999999993
CCn1nnc([C@H]2O[C@@H](n3cnc4c(N)nc(N[C@H](CO)Cc5ccc(O)cc5)nc43)[C@H](O)[C@@H]2O)n1,8.3,498.5,-0.87,0.6142857142857144
CC(=O)Nc1cc(N2CCOCC2)nc(-n2nc(C)cc2C)n1,6.5,316.37,1.07,0.35714285714285715
c1coc(-c2nc3c(OCc4ccoc4)nc4ccccc4n3n2)c1,6.24,332.32,3.71,0.32
c1coc(CNc2nc3ccccc3n3nc(-c4ccco4)nc23)c1,6.31,331.34,3.74,0.32999999999999996
O=c1n(-c2ccccc2)nc2c(NC3CCCCC3)nc3ccccc3n12,5.86,359.43,3.78,0.26571428571428574
c1ccc(Nc2nc3ccccc3n3nc(-c4ccco4)nc23)cc1,7.19,327.35,4.28,0.4557142857142858
Nc1nc(NC(=O)CCc2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,5.34,414.42,-0.41,0.19142857142857142
Cc1ccc2c(NN)cc(-c3ccccc3)nc2n1,5.39,250.31,2.89,0.19857142857142854
CCCn1c(=O)c2[nH]c(-c3ccccc3)c(O)c2n(CCC)c1=O,7.3,327.38,2.68,0.4714285714285714
CCCn1c(=O)c2[nH]c(-c3ccc(N)cc3)cc2n(CCC)c1=O,6.79,326.4,2.56,0.3985714285714286
Nc1ccc2c(O)cc(-c3ccccc3)nc2n1,5.23,237.26,2.58,0.17571428571428577
Cn1cc2c(nc(NC(=O)Cc3ccccc3)n3nc(-c4ccc([N+](=O)[O-])cc4)nc23)n1,4.62,428.41,2.77,0.08857142857142859
CN1C(=O)C2C(c3ccncc3N2C)N(C)C1=O,5.38,246.27,0.46,0.19714285714285712
CN1C(=O)C2C(c3ncccc3N2C)N(C)C1=O,5.16,246.27,0.46,0.16571428571428573
CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5ccc(C(F)(F)F)cc5)CC4)cc3)[nH]c2c1=O,6.84,576.6,3.02,0.4057142857142857
Nc1nc2c(cnn2CCCc2ccc(OCc3ccccc3)cc2)c2nc(-c3ccco3)nn12,6.52,465.52,4.53,0.35999999999999993
CCCn1c(=O)c2nc(-c3ccc(OCC(=O)Nc4ccc(Cl)cc4)cc3)[nH]c2n(CCC)c1=O,6.73,495.97,4.04,0.39000000000000007
Cn1c(=O)c2[nH]c(-c3ccc(OCC(=O)N4CCN(c5ccc(C(F)(F)F)cc5)CC4)cc3)cc2n(C)c1=O,6.88,541.53,2.98,0.4114285714285714
Cn1c(=O)c2[nH]c(-c3ccc(OCC(=O)N4CCN(c5cccc(Cl)c5)CC4)cc3)cc2n(C)c1=O,6.81,507.98,2.61,0.40142857142857136
Nc1nc(-c2ccccc2)cc(-c2ccc3c(c2)OCO3)n1,6.42,291.31,3.12,0.3457142857142857
Cc1cccc(Nc2nc(-c3cccc(C#N)c3)c(-n3ccnc3C)s2)n1,6.76,372.46,4.62,0.39428571428571424
CNc1nc(C#C[C@H](O)c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,5.81,411.42,-0.44,0.2585714285714285
CN1CCN(c2c3c(nc(N)n4nc(-c5ccco5)nc34)nn2C)CC1,6.87,426.31,0.6,0.41000000000000003
CCc1nc(C(=O)c2ccc(C)s2)c2sccc2n1,5.41,288.4,3.85,0.20142857142857146
Cc1ccc(C(=O)c2nc(NC(=O)c3cccnc3)nc3ccsc23)s1,6.79,380.45,3.94,0.3985714285714286
Nc1cc(C(=O)N2CCCC2)cc2nc(-c3ccco3)nn12,7.96,297.32,1.81,0.5657142857142857
Cn1c(=O)c2nn(C3CCCC3)nc2n(C)c1=O,4.24,249.27,-0.06,0.034285714285714315
Nc1nc(NC(=O)c2ccccc2OC(F)(F)F)c([N+](=O)[O-])c(-c2ccco2)n1,7.8,409.28,3.38,0.5428571428571428
Nc1nc(C(=O)NCc2ccccc2F)cc(-c2ccco2)n1,8.46,312.3,2.39,0.6371428571428572
CCCCn1cnc2c1c(=O)[nH]c(=O)n2CCC,4.86,250.3,1.1,0.1228571428571429
Cc1cccc(-c2cc(-c3ccccc3)nc(N)c2C#N)c1,6.89,285.35,4.18,0.4128571428571428
Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,6.92,301.69,-1.33,0.41714285714285715
CCOc1cc(-c2ccccc2)nc2c1ccc(=O)n2CC,5.14,294.35,3.48,0.1628571428571428
CCNc1nc(C#Cc2ccccc2)nc2c1ncn2C1O[C@H](CO)[C@@H](O)[C@H]1O,5.35,395.42,0.27,0.1928571428571428
Cc1ccc(-c2nc3c(N)cc(C(=O)N4CCCC4)cn3n2)o1,7.12,311.35,2.12,0.44571428571428573
O=C(COc1ccccc1)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12,7.4,479.5,3.99,0.48571428571428577
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(C=O)cc4)cc3)cc2n(CCC)c1=O,6.31,488.54,3.81,0.32999999999999996
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccccc4)cc3)c(Cl)c2n(CCC)c1=O,7.13,494.98,4.65,0.4471428571428571
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(S(=O)(=O)c5ccccc5)cc4)cc3)cc2n(CCC)c1=O,6.55,600.7,4.83,0.36428571428571427
CCCn1c(=O)c2[nH]c(-c3ccc(OC(C)(C)C(=O)Nc4ccc(F)cc4)cc3)cc2n(CCC)c1=O,7.77,506.58,4.91,0.5385714285714285
COc1cc(-c2cc3c([nH]2)c(=O)n(C)c(=O)n3C)ccc1OCC(=O)Nc1ccc(C#N)cc1,6.24,459.46,2.13,0.32
CC(Oc1ccc(-c2cc3c([nH]2)c(=O)n(C)c(=O)n3C)cc1)C(=O)Nc1ccccc1,7.32,418.45,2.64,0.4742857142857143
CCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(C#N)cc4)cc3)cc2n(CC)c1=O,6.92,457.49,3.09,0.41714285714285715
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(C(=O)OCC)cc4)cc3)cc2n(C)c1=O,5.58,504.54,3.3,0.22571428571428573
Cn1c(=O)c2[nH]c(-c3cccc(OCC(=O)Nc4ccc(Br)cc4)c3)cc2n(C)c1=O,7.17,483.32,3.01,0.45285714285714285
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(OC)nc4)cc3)cc2n(CCC)c1=O,6.97,491.55,3.4,0.42428571428571427
CCOC(=O)COc1ccc(-c2cc3c([nH]2)c(=O)n(C)c(=O)n3C)cc1OC,5.43,387.39,1.18,0.20428571428571424
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)O)cc3)c(Cl)c2n(CCC)c1=O,6.4,419.87,3.1,0.3428571428571429
CCOC(=O)COc1ccc(-c2cc3c([nH]2)c(=O)n(CC)c(=O)n3CCCOC)cc1,6.35,429.47,2.16,0.3357142857142857
CCCn1c(=O)c2nc(-c3cc(OCC(=O)c4ccc(Br)cc4)n(C)n3)[nH]c2n(CCC)c1=O,7.03,529.4,3.13,0.4328571428571429
CCCn1c(=O)c2nc(-c3cc(OCC(=O)c4ccc(Br)cc4)nn3C)[nH]c2n(CCC)c1=O,7.6,529.4,3.13,0.5142857142857142
CC(C)(C)OC(=O)NCCCNc1nc(N)n2nc(-c3ccco3)nc2n1,7.41,374.41,1.69,0.48714285714285716
CC(C)(C)OC(=O)NCCCCCNc1nc(N)n2nc(-c3ccco3)nc2n1,7.35,402.46,2.47,0.47857142857142854
Nc1nc(N2CCN(Cc3ccc(F)cc3)CC2)nc2nc(-c3ccco3)nn12,7.28,394.41,1.82,0.4685714285714286
Nc1nc(N2CCN(Cc3ccc(Cl)cc3)CC2)nc2nc(-c3ccco3)nn12,6.99,410.87,2.34,0.42714285714285716
NCCOCCOCCNc1nc(N)n2nc(-c3ccco3)nc2n1,7.94,462.39,-0.23,0.562857142857143
Nc1nc(N2CCN(C(=O)Cc3ccccc3)CC2)nc2nc(-c3ccco3)nn12,7.02,404.43,1.25,0.4314285714285714
Nc1nc(N2CCN(C(=O)c3ccc([N+](=O)[O-])cc3)CC2)nc2nc(-c3ccco3)nn12,6.67,435.4,1.23,0.3814285714285714
Nc1nc(N2CCN(C(=O)Cc3ccc(Cl)cc3)CC2)nc2nc(-c3ccco3)nn12,7.41,438.88,1.91,0.48714285714285716
NCCNc1nc(NCCN)n2nc(-c3ccco3)nc2n1,4.42,531.37,-0.48,0.05999999999999999
NCC1CCC(CNc2nc(N)n3nc(-c4ccco4)nc3n2)CC1,7.77,456.43,1.54,0.5385714285714285
C#CCn1c(=O)c2c(nc3n2CCCN3CC2CCCCC2)n(C)c1=O,6.29,355.44,1.32,0.3271428571428571
O=C(Nc1cccc(Cl)c1)Nc1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12,8.02,439.26,5.49,0.5742857142857142
Cn1c(Br)nc2c(N)ncnc21,6.92,228.05,0.71,0.41714285714285715
Cn1c(=O)c2[nH]c(-c3ccc(OCC(=O)NC4CCc5ccccc54)cc3)cc2n(C)c1=O,6.67,444.49,2.41,0.3814285714285714
O=C(COc1ccc(-c2cc3c([nH]2)c(=O)n(CC2CC2)c(=O)n3CC2CC2)cc1)Nc1ccccc1,7.81,484.56,4.0,0.5442857142857143
COc1cc(-c2cc3c([nH]2)c(=O)n(C)c(=O)n3C)ccc1OCC(=O)NCc1ccc(Cl)cc1,6.8,482.92,2.59,0.39999999999999997
CCN(Cc1ccccc1)C(=O)COc1ccc(-c2cc3c([nH]2)c(=O)n(C)c(=O)n3C)cc1,6.05,446.51,2.66,0.2928571428571428
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)NCc4ccncc4)cc3)cc2n(CCC)c1=O,6.52,475.55,3.07,0.35999999999999993
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccccn4)cc3)cc2n(CCC)c1=O,6.51,461.52,3.39,0.35857142857142854
CCCn1c(=O)n(C)c(=O)c2[nH]c(-c3ccc(OCC(=O)O)cc3)cc21,6.11,357.37,1.57,0.3014285714285715
CCCn1c(=O)c2nc(-c3cc(OCC(=O)c4ccc(C(=O)OCC)cc4)nn3C)[nH]c2n(CCC)c1=O,7.49,522.56,2.55,0.4985714285714286
CCNC(=O)[C@H]1S[C@@H](n2cnc3c(NC4CC4)nc(Cl)nc32)[C@H](O)[C@@H]1O,6.22,398.88,0.53,0.3171428571428571
Cc1ccccc1CNc1nc(Cl)nc2c1ncn2[C@@H]1S[C@H](C(=O)NC2CC2)[C@@H](O)[C@H]1O,6.7,474.97,2.01,0.38571428571428573
CCCn1c(=O)c2nc(-c3cnn(CC(=O)Nc4ccccc4Cl)c3)[nH]c2n(CCC)c1=O,5.82,469.93,2.86,0.26000000000000006
CCCn1c(=O)c2nc(-c3cnn(Cc4nc(-c5ccccc5Cl)no4)c3)[nH]c2n(CCC)c1=O,5.6,494.94,3.32,0.2285714285714285
CCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5cccc(F)c5)CC4)cc3)[nH]c2c1=O,6.84,512.57,1.75,0.4057142857142857
Cn1c(=O)c2[nH]c(-c3ccc(OC(C)(C)C(=O)N4CCN(c5nc6cc(Cl)ccc6s5)CC4)cc3)nc2n(C)c1=O,5.0,594.1,3.4,0.14285714285714285
CCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5ccc(OC)cc5)CC4)cc3)[nH]c2c1=O,6.63,524.6,1.61,0.3757142857142857
O=C(c1ccccc1)N(C(=O)c1ccccc1)c1nc(Cl)c2cn(CCc3ccccc3)nc2n1,5.27,481.94,5.21,0.18142857142857136
CC(C)n1cc2c(Cl)nc(NC(=O)Cc3ccccc3)nc2n1,5.33,329.79,3.24,0.19
CC(C)(C)Cn1cc2c(Cl)nc(N)nc2n1,5.39,239.71,2.11,0.19857142857142854
CCCC[C@H](NC(=O)CCCCCNC(=O)[C@H]1CC[C@@H]2c3[nH]c4ccccc4c3CCN2C1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1C[C@@H](N)C[C@H]1C(N)=O,4.75,794.01,3.45,0.10714285714285714
O=C(Nc1nc(-c2ccccc2)nc2c1nnn2Cc1ccccc1)c1ccco1,6.24,396.41,3.78,0.32
Cc1ccc(-c2cc(C(=O)NCc3nccn3C(C)C)nc(N)n2)o1,8.26,340.39,2.33,0.6085714285714285
CCCN(CCCCCCNc1nc(N)n2nc(-c3ccco3)nc2n1)CCc1cccc2c1CC(=O)N2,5.75,517.64,3.78,0.25
CCCN(CCCNC(=O)CCCCCCCNC(=O)CCCOc1ccc(CCNc2nc(N)n3nc(-c4ccco4)nc3n2)cc1)CCc1cccc2c1CC(=O)N2,7.39,822.03,5.59,0.48428571428571426
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NOC)nc(C#Cc4ccccc4)nc32)[C@H](O)[C@@H]1O,5.18,438.44,-0.05,0.16857142857142854
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(C#Cc4ccccc4)nc32)[C@H](O)[C@@H]1O,6.21,408.42,-0.44,0.3157142857142857
CONc1nc(C#Cc2ccc(OC)cc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,5.75,427.42,-0.18,0.25
C[C@@H](NC(=O)n1cnc2c(-c3ccco3)nc(N)nc21)c1ccccc1,7.58,348.37,2.99,0.5114285714285715
Nc1nc(-c2ccccn2)c2cnn(Cc3ccccc3F)c2n1,7.92,320.33,2.66,0.5599999999999999
Nc1nc(-c2ccco2)c2cnn(Cc3ccc(C(F)(F)F)cc3)c2n1,8.22,359.31,3.74,0.602857142857143
Nc1cccc(Cn2ncc3c(-c4ccco4)nc(N)nc32)c1,8.4,306.33,2.3,0.6285714285714287
OCCNc1nc(-c2ccco2)c2cnn(CCc3ccccc3)c2n1,6.87,349.39,2.73,0.41000000000000003
Cc1cccnc1CNC(=O)c1cc(-c2ccccc2Cl)nc(N)n1,7.62,353.81,3.01,0.5171428571428571
COc1cccc(-c2cc(C(=O)NCc3ncccc3C)nc(N)n2)c1,7.62,349.39,2.37,0.5171428571428571
Oc1cc(-c2ccccc2)nc2nc(Cl)ccc12,7.0,256.69,3.66,0.42857142857142855
Oc1cc(-c2ccccc2)nc2nc(F)ccc12,5.57,240.24,3.14,0.22428571428571434
CCCn1c(=O)c2nc[nH]c2n(CCC)c1=O,7.3,236.27,0.71,0.4714285714285714
CC(C)c1nc(N)c2nc(-n3nccn3)n(C)c2n1,6.32,258.29,0.65,0.33142857142857146
CCOC(=O)c1cnc2c(cnn2CC(Cl)c2ccccc2)c1N1CCN(C)CC1,5.67,427.94,3.34,0.23857142857142857
Cc1ccc2c(O)cc(-c3ccc([N+](=O)[O-])cc3)nc2n1,6.34,281.27,3.22,0.33428571428571424
CCCn1c(=O)c2nc(-c3ccc(OCc4nc(-c5cccc(Cl)c5)no4)cc3)[nH]c2n(CCC)c1=O,6.39,520.98,4.66,0.34142857142857136
Cn1c(=O)c2c(nnn2C2CCCCC2)n(C)c1=O,5.08,263.3,0.33,0.1542857142857143
Cc1ccc2c(N)cc(-c3ccccc3)nc2n1,6.38,235.29,3.19,0.33999999999999997
N#Cc1cccc(-c2nc(Nc3cccnc3)sc2-n2cncn2)c1,5.59,345.39,3.4,0.22714285714285712
CN(C)c1nc(-c2ccco2)c2ncn(C(=O)NCc3ccccc3)c2n1,7.64,362.39,2.91,0.5199999999999999
Nc1nc(-c2ccco2)c2cnn(Cc3cccc(Cl)c3)c2n1,9.0,325.76,3.37,0.7142857142857143
CCCn1c(=O)[nH]c(=O)c2[nH]cnc21,5.14,194.19,-0.18,0.1628571428571428
