SMILES,pCHEMBL,Molecular Weight,logP,pCHEMBL_norm
Cn1c(-c2cccc(C#N)c2)nc2c(N)nc(C#CC3(O)CCCCC3)nc21,7.89,372.43,2.53,0.5557142857142857
Nc1nc2nn(CCc3cc(Br)c(Br)cc3Br)cc2c2nc(-c3ccco3)nn12,6.46,582.05,4.85,0.3514285714285714
O=c1c2c(nc3ccccn32)n(Cc2ccccc2)c(=O)n1Cc1ccccc1,4.59,382.42,2.91,0.08428571428571427
OC[C@H]1O[C@@H](n2cnc3c(N[C@H]4CCC[C@@H]4O)ncnc32)[C@H](O)[C@@H]1O,4.6,351.36,-1.24,0.08571428571428566
CC1CC[C@@H](C)N1Cc1ccc2c(c1)-c1nc(N)nc(-c3ccccc3)c1C2=O,7.88,384.48,4.31,0.5542857142857143
COCCCn1c(NC(=O)c2cccc(C#N)c2)nc2cc(C(N)=O)cnc21,5.61,378.39,1.69,0.23000000000000004
COCCCn1c(NC(=O)c2cccc(C#N)c2)nc2cc(C(=O)N(C)C(C)C)cnc21,7.89,434.5,3.07,0.5557142857142857
CC(C)N1CCC(NC(=O)c2ccc3c(c2)-c2nc(N)nc(-c4ccccc4)c2C3=O)CC1,7.78,441.54,3.54,0.54
N#Cc1cccc(-c2nc(N)nc3c2C(=O)c2cccc(CN4CCOCC4)c2-3)c1,8.27,397.44,2.64,0.61
Nc1nc(-c2ccccc2)c2c(n1)-c1cc(NCCN3CCS(=O)(=O)CC3)ccc1C2=O,8.51,449.54,2.08,0.6442857142857142
N#Cc1sc(NC(=O)c2ccco2)nc1-c1ccccc1,6.54,295.32,3.53,0.3628571428571429
COc1cccc(-n2c(NC(=O)c3cccc(C#N)c3)nc3cc(C(=O)N4CCCCC4)cnc32)c1,6.49,480.53,4.18,0.35571428571428576
CCOCCn1c(NC(=O)c2cccc(C#N)c2)nc2cc(C(=O)N3CCOCC3)cnc21,5.48,448.48,2.06,0.2114285714285715
Nc1nc(-c2ncco2)nc2sc(CN3CC=CCC3)cc12,6.62,313.39,2.69,0.3742857142857143
Cn1cc2c(nc(NCCCCCCO)n3nc(-c4ccco4)nc23)n1,6.96,355.4,2.24,0.4228571428571429
COC(=O)COc1ccc(CCCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1,7.02,447.46,2.5,0.4314285714285714
CCn1nnc([C@H]2O[C@@H](n3cnc4c(NC5CC5)ncnc43)[C@H](O)[C@@H]2O)n1,8.01,373.38,-0.6,0.5728571428571428
COc1cccc(-c2nc(N)c3cc(CN4CCCC(F)(F)C4)sc3n2)c1,7.01,390.46,4.18,0.43
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCN4CCN(c5ccc([N+](=O)[O-])cc5)CC4)nc32)[C@H](O)[C@@H]1O,7.62,556.58,-0.69,0.5171428571428571
CCOc1cc2occ(-c3nc(C)cs3)c(=O)c2cc1CC,7.4,315.39,4.19,0.48571428571428577
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)N[C@H](Cc5ccccc5)C(=O)O)cc4)nc32)[C@H](O)[C@@H]1O,7.47,646.71,0.56,0.49571428571428566
CCCC(=O)c1sc(NC(=O)c2ccco2)nc1-c1ccccc1,7.21,340.4,4.64,0.4585714285714286
Cc1noc(-c2sc(NC(=O)c3ccco3)nc2-c2ccccc2)n1,6.7,352.38,4.01,0.38571428571428573
CC(=O)Nc1nc(-c2ccccc2)c(-c2nc(C)no2)s1,6.96,300.34,3.13,0.4228571428571429
CCn1nnc(-c2sc(NC(=O)Cc3ccccc3)nc2-c2ccccc2)n1,6.34,390.47,3.66,0.33428571428571424
Cn1c(=O)c2[nH]c(-c3ccccc3)cc2n(C)c1=O,6.32,255.28,1.23,0.33142857142857146
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)N[C@@H](CC(=O)O)C(=O)O)cc4)nc32)[C@H](O)[C@@H]1O,6.75,614.62,-1.2,0.39285714285714285
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)N[C@H](CCCNC(=N)N)C(=O)O)cc4)nc32)[C@H](O)[C@@H]1O,7.3,655.72,-1.42,0.4714285714285714
Nc1nc(-c2cnco2)nc2sc(Cc3ccccc3)cc12,8.05,308.37,3.52,0.5785714285714286
Cc1ccc(-c2nc(N)c3cc(Cc4ccccc4Cl)sc3n2)o1,8.54,355.85,5.09,0.6485714285714285
Nc1nc2cnn(CCCc3ccccc3)c2c2nc(-c3ccco3)nn12,6.91,359.39,2.95,0.41571428571428576
Cn1c(=O)c2c(nc3n2CCN3C2CCCCC2)n(C)c1=O,5.79,303.37,0.59,0.2557142857142857
CCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(Br)cc4)cc3)nc2n(CCCOC)c1=O,7.01,556.42,3.39,0.43
CCn1cc(N2CCN(Cc3nc4c5cccc(OC)c5nc(N)n4n3)[C@H](C)C2)cn1,7.7,421.51,1.8,0.5285714285714286
CCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)NN4CCc5ccccc5C4)cc3)nc2n(CCCOC)c1=O,6.64,532.6,2.08,0.3771428571428571
CCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4cccnc4)cc3)nc2n(CCCOC)c1=O,6.12,478.51,2.02,0.3028571428571429
CCCn1c(=O)c2[nH]c(-c3ccccc3)nc2n(CCCOC)c1=O,6.47,342.4,2.0,0.3528571428571428
Cc1ccc(Nc2nc3c(Cl)ncnc3s2)cc1,5.31,276.75,3.79,0.18714285714285708
Nc1nc(SCCC2CCCCC2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,6.43,409.51,1.08,0.3471428571428571
NC(N)=NC(=O)c1nc(Cl)c(NCCc2ccc3c(c2)OCO3)nc1N,5.25,414.25,0.51,0.17857142857142858
COc1ccc(N(CC(C)C)C(C)=O)c2sc(NC(=O)c3ccc(F)cc3)nc12,8.52,415.49,4.71,0.6457142857142857
Cc1nc(NC(=O)c2ccc(NC(=O)CC(C)(C)C)cc2)sc1C,6.66,345.47,4.39,0.38
CC(C)(C)CC(=O)Nc1ccc(C(=O)Nc2ncc(Cl)s2)cc1,7.55,351.86,4.42,0.5071428571428571
Nc1nc(-c2ccc(Cl)o2)nc2sc(CN3CCCC(F)(F)C3)cc12,8.04,384.84,4.42,0.5771428571428571
CCn1c(=O)n(C)c(=O)c2[nH]cnc21,5.33,194.19,-0.56,0.19
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NC(CC)CC)nc32)[C@H](O)[C@@H]1O,7.07,393.45,-0.24,0.4385714285714286
CCCCn1c(=O)n(C)c(=O)c2[nH]cnc21,5.89,222.25,0.22,0.26999999999999996
Nc1nc(-c2ccccc2)c2c(n1)-c1cc(OCCN3CCOCC3)ccc1C2=O,8.19,402.45,2.65,0.5985714285714285
COc1cnc(N2CCOCC2)c2sc(NC(=O)c3ccc(F)cc3)nc12,8.3,388.42,2.93,0.6142857142857144
CC1CN(c2nnc(N)nc2-c2ccccc2)CC(C)O1,7.8,285.35,1.73,0.5428571428571428
CCOC(=O)c1cnc(N2CCCC2)n2nc(-c3ccco3)nc12,4.99,327.34,2.16,0.14142857142857146
CCOC(=O)c1cnc(NCCOC)n2nc(-c3ccco3)nc12,6.54,331.33,1.62,0.3628571428571429
CCNc1ncc(C(=O)O)c2nc(-c3ccco3)nn12,5.43,273.25,1.51,0.20428571428571424
O=C(O)c1cnc(NC2CC2)n2nc(-c3ccco3)nc12,6.22,285.26,1.66,0.3171428571428571
CCCn1cc2c(nc(NC(=O)Nc3ccc(C)cc3)n3nc(-c4ccco4)nc23)n1,7.92,416.45,4.1,0.5599999999999999
Nc1nc(NC(=O)C2CCCCC2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,5.75,392.42,-0.46,0.25
O=C(CCc1ccccc1)Nc1nc(NC2CCCC2)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,5.25,482.54,1.36,0.17857142857142858
O=C(c1ccccc1)c1sc(NCc2cccs2)nc1-c1ccco1,7.27,366.47,5.31,0.4671428571428571
Cc1ccc(Nc2nc(N(C)C)c(C(=O)Nc3sc4c(c3C(N)=O)CCCC4)s2)cc1,4.65,455.61,4.55,0.0928571428571429
COc1ccc(N2CCOCC2)c2sc(NC(=O)C(C)(C)Oc3ccc(F)cc3F)nc12,8.15,463.51,4.22,0.5928571428571429
COc1ccc(N2CCOCC2)c2sc(NC(=O)C(C)(C)Oc3ccc4c(c3)OCO4)nc12,7.77,471.54,3.67,0.5385714285714285
COc1ccc(N2CCOCC2)c2sc(NC(=O)C(C)(C)Oc3ccc(F)c(F)c3)nc12,8.62,463.51,4.22,0.6599999999999999
CCOC(=O)c1nc(NC(=O)c2ccc(C)cc2)nc2nn(C)cc12,4.93,339.36,2.1,0.1328571428571428
CCOC(=O)c1nc(N)nc2nn(C(C)C)cc12,5.58,249.27,1.17,0.22571428571428573
CCOC(=O)c1nc(NC(=O)Cc2ccccc2)nc2nn(CCc3ccccc3)cc12,5.62,429.48,3.43,0.23142857142857146
CCOC(=O)c1nc(NC(=O)c2ccc(Br)cc2)nc2nn(CCc3ccccc3)cc12,5.38,494.35,4.26,0.19714285714285712
Cc1ccc2c(O)ccnc2n1,5.75,160.18,1.64,0.25
CCNC(=O)[C@H]1OC(n2cnc3c(NCCNc4ccc([N+](=O)[O-])c5nonc45)ncnc32)[C@H](O)[C@@H]1O,5.17,514.46,-0.45,0.16714285714285712
OC[C@H]1O[C@@H](n2cnc3c(NC4CCCCC4)ncnc32)[C@H](O)[C@@H]1O,6.12,349.39,0.18,0.3028571428571429
COc1ccc(CCNc2nc(N)c3nc(-c4ccccc4)sc3n2)cc1,6.39,377.47,4.0,0.34142857142857136
COc1ccccc1CNc1nc(N)c2nc(-c3ccccc3)sc2n1,8.33,363.45,3.96,0.6185714285714285
Nc1nc(NCc2cccs2)nc2sc(-c3ccccc3)nc12,7.55,339.45,4.01,0.5071428571428571
COc1ccccc1CNc1nc(N)c2nc(-c3cnccn3)sc2n1,7.1,365.42,2.75,0.4428571428571428
COc1cccc(CNc2nc(N)c3nc(C)sc3n2)c1,6.67,301.38,2.6,0.3814285714285714
CC(=O)Nc1nc2ccccc2c2cn(-c3ccc(C)cc3)nc12,5.82,316.36,3.84,0.26000000000000006
Cc1ccc(-n2cc3c(n2)c(N)nc2ccccc23)cc1,6.48,274.33,3.46,0.35428571428571437
COc1ccc(-n2cc3c(n2)c(N)nc2ccccc23)cc1,5.97,290.33,3.16,0.2814285714285714
c1ccc(Oc2nc3ncnc-3c(NC3CCCCC3)[nH]2)cc1,4.8,309.37,3.84,0.11428571428571425
CCCn1c(=O)n(C)c(=O)c2c1ncn2CC,5.23,236.27,0.33,0.17571428571428577
O=C(Cc1cccc2ccccc12)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12,7.26,513.56,5.31,0.4657142857142857
Cc1cccc(-n2cc3c(n2)c(NC2CCCCC2)nc2ccccc23)c1,4.94,356.47,5.63,0.13428571428571434
CCCCc1nc2[nH]cnc2c2nc(-c3ccc(O)cc3)nn12,7.24,308.35,2.72,0.4628571428571429
c1ccc(-c2nc(-c3ccccc3)c3nc(C4CCCCC4)nc-3[nH]2)cc1,6.93,354.46,5.69,0.41857142857142854
CCNC(=O)[C@H]1S[C@@H](n2cnc3c(NC4CCCC4)nc(Cl)nc32)[C@H](O)[C@@H]1O,6.83,426.93,1.31,0.4042857142857143
C#CCN(CCCCCNc1nc(N)n2nc(-c3ccco3)nc2n1)C(=O)c1ccc(S(=O)(=O)F)cc1,8.82,526.55,2.38,0.6885714285714286
Nc1nc2c(cnn2CCCc2ccc(OCCCF)cc2)c2nc(-c3ccco3)nn12,7.27,435.46,3.69,0.4671428571428571
NCCNC(=O)COc1ccc(CCCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1,8.17,475.51,1.4,0.5957142857142858
COc1ccc(CC(=O)Nc2cc(-n3cccn3)nc(-c3ccc(C)o3)n2)cc1,8.0,389.42,3.42,0.5714285714285714
O=C(Cc1ccccc1)Nc1nn2c(-c3ccco3)nnc2s1,5.29,325.35,2.63,0.1842857142857143
Cc1cc(C)n(C[C@H]2O[C@@H](n3cnc4c(NC5CC6CCC5C6)nc(Cl)nc43)[C@H](O)[C@@H]2O)n1,5.03,473.97,2.21,0.1471428571428572
O[C@@H]1[C@H](O)[C@@H](CCl)O[C@H]1n1cnc2c(N[C@@H]3CCOC3)nc(Cl)nc21,5.06,390.23,0.54,0.15142857142857138
OC[C@@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cccc(I)c4)nc(Cl)nc31)[C@H](O)[C@@H]2O,5.8,527.75,1.97,0.2571428571428571
CCCN1C(=O)N2C[C@@H](C(C)C)N=C2c2[nH]c(C34CCC(O)(CC3)CC4)nc21,5.8,385.51,3.18,0.2571428571428571
Nc1nc(-c2ccccc2)c2c(n1)-c1cc(C(=O)NCCN3CCOCC3)ccc1C2=O,7.55,429.48,2.0,0.5071428571428571
CN1CCC(N(C)C(=O)c2ccc3c(c2)-c2nc(N)nc(-c4ccccc4)c2C3=O)CC1,7.73,427.51,3.1,0.5328571428571429
CCN1CCN(C(=O)c2ccc3c(c2)-c2nc(N)nc(-c4ccccc4)c2C3=O)CC1,7.83,413.48,2.71,0.5471428571428572
CCN1CCC(N(C)c2ccc3c(c2)-c2nc(N)nc(-c4ccccc4)c2C3=O)CC1,8.31,413.53,3.86,0.6157142857142858
Nc1nc(-c2cccs2)c2c(n1)-c1ccccc1C2=O,9.22,279.32,3.0,0.7457142857142858
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(CC(=O)OCC)cc4)cc3)cc2n(CCC)c1=O,6.62,546.62,4.1,0.3742857142857143
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(NC(C)=O)cc4)cc3)cc2n(CCC)c1=O,7.2,517.59,3.95,0.4571428571428572
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(CC#N)cc4)cc3)cc2n(CCC)c1=O,7.4,499.57,4.06,0.48571428571428577
COc1cc(-c2cc3c([nH]2)c(=O)n(C)c(=O)n3C)ccc1OCC(=O)Nc1ccc(F)cc1,7.34,452.44,2.4,0.47714285714285715
COc1cc(OCC(=O)Nc2ccccc2)ccc1-c1cc2c([nH]1)c(=O)n(C)c(=O)n2C,5.98,434.45,2.26,0.2828571428571429
COc1cc(-c2cc3c([nH]2)c(=O)n(C)c(=O)n3C)ccc1OCC(=O)Nc1ccc(Br)cc1,7.09,513.35,3.02,0.4414285714285714
CCOC(=O)COc1ccc(-c2cc3c([nH]2)c(=O)n(C)c(=O)n3CCCOC)cc1,5.73,415.45,1.67,0.2471428571428572
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)O)cc3)cc2n(C)c1=O,5.39,357.37,1.57,0.19857142857142854
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(C(N)=O)cc4)cc3)cc2n(CCC)c1=O,7.62,503.56,3.09,0.5171428571428571
Cn1c(=O)c2[nH]c(-c3ccc(OCC(=O)O)cc3)cc2n(C)c1=O,5.38,329.31,0.7,0.19714285714285712
CCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)O)cc3)cc2n(CCCOC)c1=O,6.03,401.42,1.68,0.29000000000000004
CCCn1c(=O)c2nc(-c3cc(OCC(=O)c4ccc(C(C)=O)cc4)nn3C)[nH]c2n(CCC)c1=O,7.06,492.54,2.57,0.4371428571428571
CCCn1c(=O)c2nc(-c3cc(OCC(=O)c4ccc(F)cc4)nn3C)[nH]c2n(CCC)c1=O,7.9,468.49,2.51,0.5571428571428572
Nc1nc(-c2ccccc2)cn2cc(-c3ccco3)nc12,6.28,276.3,3.24,0.32571428571428573
CNC(=O)[C@H]1O[C@@H](n2cnc3c(NC)nc(C#Cc4ccc(OC)cc4)nc32)[C@H](O)[C@@H]1O,5.15,438.44,-0.36,0.16428571428571434
CCCn1c(=O)c2nc(-c3ccc(OCC(=O)Nc4ccc(C(=O)OC)cc4)cc3)[nH]c2n(CCC)c1=O,5.51,519.56,3.18,0.2157142857142857
c1coc(-c2nc3[nH]cnc3cc2-c2ccncn2)c1,5.44,263.26,2.67,0.20571428571428577
Cc1cc(O)c2ccc(N)nc2n1,5.12,175.19,1.23,0.16
O=C(Nc1ccc(-c2ccncc2)c(-n2cccn2)n1)C1CC1,5.84,305.34,2.68,0.26285714285714284
CSCCn1c(=O)c2[nH]c(Cc3c(F)cccc3F)nc2n(Cc2ccco2)c1=O,5.91,432.45,2.76,0.27285714285714285
Nc1nc2c(cnn2CCCc2cc3c(cc2S(=O)(=O)O)OCO3)c2nc(-c3ccco3)nn12,7.12,483.47,1.92,0.44571428571428573
CC(=O)Nc1ccc(CCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1,8.32,402.42,2.52,0.6171428571428572
CNC(=O)[C@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cccc(Cl)c4)nc(C#CCCCCC(=O)NCCN)nc31)[C@H](O)[C@@H]2O,6.56,595.1,1.11,0.36571428571428566
O[C@@H]1[C@H](O)[C@@H]2C[C@@H]2[C@H]1n1cnc2c(NC3CCCC3)nc(Cl)nc21,5.79,349.82,1.75,0.2557142857142857
O[C@@H]1[C@H](O)[C@@H]2C[C@@H]2[C@H]1n1cnc2c(NCc3cccc(I)c3)ncnc21,5.34,463.28,1.96,0.19142857142857142
Nc1nc2c(cnn2CCN2CCOCC2)c2nn(Cc3cccc(Cl)c3)c(=O)n12,7.85,428.88,0.86,0.5499999999999999
COc1ccc(-c2ccc(CCn3ncc4c3nc(N)n3nc(-c5ccco5)nc43)cc2)cn1,8.72,452.48,3.63,0.6742857142857144
Nc1nc2c(cnn2CCN2CCc3ccccc3CC2)c2nc(-c3ccco3)nn12,8.7,414.47,2.42,0.6714285714285714
CCCNc1c(C(=O)OCCC)cnc2c1cnn2CC(Cl)c1ccccc1,5.86,400.91,4.8,0.26571428571428574
COc1cccc(CNc2nc(N)c3nc(-c4ccccc4)sc3n2)c1,7.38,363.45,3.96,0.4828571428571428
OCc1cc(F)c(F)cc1CNc1nc(Cl)nc2c1ncn2[C@@]12C[C@H](O)[C@H](O)[C@@H]1C2,5.12,437.83,1.7,0.16
O=c1[nH]c2cc(-c3ccncn3)c(-c3ccco3)nc2[nH]1,6.11,279.26,1.97,0.3014285714285715
O[C@H]1[C@@H](O)C[C@@]2(n3cnc4c(NC5CC6CCC5C6)nc(Cl)nc43)C[C@@H]12,5.39,375.86,1.92,0.19857142857142854
O=c1[nH]nc(-c2nccs2)c2sccc12,5.47,235.29,2.11,0.20999999999999996
Nc1nc(-c2ccccc2)c2c(n1)-c1cc(OCCN3CCCC3)ccc1C2=O,7.71,386.46,3.41,0.53
O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,4.76,270.24,2.58,0.10857142857142854
O=C(Nc1ccccc1)Nc1nc(NC2CCCCC2)nc2nc(-c3ccco3)nn12,8.1,418.46,4.17,0.5857142857142856
CC(C)Nc1nc(N)n2nc(-c3ccco3)nc2n1,7.19,259.27,1.18,0.4557142857142858
Fc1ccc(CNc2nc(NC3CCCCC3)nc3nc(-c4ccco4)nn23)cc1,6.95,407.45,4.28,0.42142857142857143
Cn1cc2c(nc(N)n3nc(-c4ccc(C(F)(F)F)cc4)nc23)n1,5.16,333.28,2.28,0.16571428571428573
CNc1nc(NC(=O)c2ccccc2)n2nc(-c3ccco3)nc2n1,6.71,335.33,2.07,0.3871428571428571
O[C@@H]1[C@H](O)[C@@H](O)O[C@H]1n1cnc2c(NC3CCCC3)nc(Cl)nc21,5.64,355.78,0.4,0.23428571428571424
c1ccc(-c2nc(-c3ccccc3)c3[nH]cnc3n2)cc1,7.28,272.31,3.69,0.4685714285714286
C=C(OCC)c1cnc(NC(=O)NC2CCCCC2)n2nc(-c3ccco3)nc12,6.74,396.45,3.85,0.39142857142857146
CCCOc1cncc2[nH]c3c(=O)n(CCC)c(=O)n(CCC)c3c12,6.79,344.42,2.65,0.3985714285714286
O=C1CC(c2ccccc2)Cc2[nH]c(=O)c(S(=O)(=O)c3ccccc3)cc21,5.16,379.44,3.12,0.16571428571428573
CSC[C@H]1O[C@@H](n2cnc3c(N)nc(N/N=C/CC(C)C)nc32)[C@H](O)[C@@H]1O,5.3,395.49,0.83,0.1857142857142857
CCCn1cc2nc(NC(=O)Nc3ccc(OC)cc3)n3nc(-c4ccco4)nc3c2n1,6.68,432.44,3.8,0.38285714285714284
COc1cccc(-c2n[nH]c(CC3CCCCC3)n2)c1,6.16,271.36,3.6,0.3085714285714286
Cc1ccc(-c2nc(N)c3cc(CCc4ccccc4)sc3n2)o1,6.69,335.43,4.63,0.38428571428571434
O=C(Nc1nc2ccccc2c(=O)s1)c1ccc(C(=O)N2CCN(Cc3cccc(Cl)c3)CC2)cc1,7.23,519.03,4.52,0.46142857142857147
Cn1c(=O)c2c(nc(/C=C/c3cccc(Cl)c3)n2C)n(C)c1=O,7.42,330.78,1.79,0.48857142857142855
O=c1[nH]c2ccccc2n2c(=O)n(-c3ccc(O)cc3)nc12,5.17,294.27,1.03,0.16714285714285712
COP(=O)(OC)OC[C@H]1O[C@@H](n2cnc3c(NC4CCCC4)nc(Cl)nc32)[C@H](O)[C@@H]1O,5.33,477.84,1.87,0.19
Nc1nc(C(=O)NCc2ccccn2)cc(-c2cccc(Cl)c2)n1,7.51,339.79,2.7,0.5014285714285714
CCC(C)C(=O)Nc1cc(-c2ccccc2)nc(-c2ccccc2)n1,6.05,331.42,4.8,0.2928571428571428
Cn1c(=O)c2c(cc(/C=C/c3ccccc3O)n2C)n(C)c1=O,5.94,311.34,1.45,0.2771428571428572
CNc1nc(C#C[C@@H](O)c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,6.79,411.42,-0.44,0.3985714285714286
Cn1cc2c(nc(NCCCCNC(=S)Nc3ccc(-c4c5ccc(=O)cc-5oc5cc(O)ccc45)c(C(=O)O)c3)n3nc(-c4ccco4)nc23)n1,6.34,715.75,5.73,0.33428571428571424
COCCOc1ccc(N2CCN(CCn3cnc4c3nc(N)n3nc(-c5ccco5)nc43)CC2)c(F)c1,9.1,521.56,2.3,0.7285714285714285
CCSCCn1c(=O)c2[nH]c(-c3ccco3)nc2n(CCCOC)c1=O,5.3,378.45,1.94,0.1857142857142857
CCCn1c(=O)c2[nH]c(-c3ccc[nH]3)nc2n(CCCOC)c1=O,6.4,331.38,1.33,0.3428571428571429
O[C@@H]1[C@H](O)[C@@H]2C[C@@H]2[C@H]1n1cnc2c(N[C@H](C3CCC3)C3CC3)nc(Cl)nc21,5.19,389.89,2.38,0.17000000000000007
CNC(=O)c1cnn(-c2nc(N[C@H]3CCCO3)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1,6.14,460.45,-1.47,0.30571428571428566
O=C(O)[C@H]1CC[C@H](OC2CCN(c3ccc(-c4nc5cc(Cl)ccc5[nH]4)cn3)CC2)CC1,5.46,454.96,4.91,0.20857142857142857
CCN(CC)CCCCC(=O)Nc1ccc(C(=O)Nc2nccs2)cc1,6.08,374.51,3.85,0.29714285714285715
CCSCCn1c(=O)c2c(nc(Cc3cccs3)n2C)n(Cc2ccco2)c1=O,6.05,430.56,2.94,0.2928571428571428
Nc1nc(-c2ccco2)c2nnn(Cc3cccc(O)c3)c2n1,8.4,308.3,1.82,0.6285714285714287
CCCOc1ccc(/C=C/c2cc3c(c(=O)n(C)c(=O)n3C)n2C)cc1,6.51,353.42,2.53,0.35857142857142854
COc1cccc(-n2c(=O)n(-c3ccccc3OC)c3cnc(NC4CC4)nc32)c1,5.29,403.44,3.16,0.1842857142857143
COc1cccc(-n2c(=O)n(Cc3c(F)cccc3F)c3cnc(NC(C)C)nc32)c1,7.22,425.44,3.74,0.45999999999999996
Cn1cc2c(nc(NC3CCCC3)n3nc(-c4ccco4)nc23)n1,6.89,323.36,2.63,0.4128571428571428
Nc1nc(NCCN2CCN(c3ccc(F)cc3F)CC2)nc2nc(-c3ccco3)nn12,9.17,441.45,1.87,0.7385714285714285
N#Cc1c(N)nc(SCc2ncc[nH]2)c(C#N)c1-c1ccccc1,7.97,332.39,3.09,0.5671428571428571
N#CC1=C(NC(=O)CSc2ncc(C#N)c(N)n2)SC2CCCCC12,5.21,372.48,2.18,0.17285714285714285
Cc1nc(C(=O)NCc2ccccn2)cc(-c2ccc(C)o2)n1,5.95,308.34,2.68,0.2785714285714286
O=C(c1ccncc1)c1nc(NCc2cccnc2)nc2ccsc12,5.71,347.4,3.32,0.24428571428571427
CCn1nnc(-c2sc(NC(=O)C3CC3)nc2-c2ccccc2)n1,7.11,340.41,2.83,0.44428571428571434
Cn1cc2c(nc(N3CCCC3)n3nc(-c4ccco4)nc23)n1,6.88,309.33,1.87,0.4114285714285714
Cn1cc2c(nc(NC(CO)CO)n3nc(-c4ccco4)nc23)n1,6.22,329.32,0.04,0.3171428571428571
C[C@@H](Nc1nc2nn(C)cc2c2nc(-c3ccco3)nn12)c1ccccc1,7.42,359.39,3.44,0.48857142857142855
CCC(O)(C#Cc1nc(N)c2nc(-c3cccc(F)c3)n(C)c2n1)CC,7.89,353.4,2.65,0.5557142857142857
C#CCn1c(=O)c2c(nc3n2CCCN3CCc2ccccc2)n(C)c1=O,5.92,363.42,0.98,0.2742857142857143
Nc1nc(N/N=C/[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)CO)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,5.84,459.42,-5.15,0.26285714285714284
NC(=O)/N=N/Nc1nc(N)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,7.06,353.3,-2.12,0.4371428571428571
Cc1ccc2c(NN)c(Cc3ccccc3)cnc2n1,6.14,264.33,2.81,0.30571428571428566
CC(C)(C)CNC(=O)c1ccc(C(=O)Nc2nccs2)cc1,6.96,317.41,3.17,0.4228571428571429
COc1cccc(-n2cc3c(n2)c(N)nc2ccccc23)c1,6.31,290.33,3.16,0.32999999999999996
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)N[C@@H](Cc5c[nH]c6ccccc56)C(=O)O)cc4)nc32)[C@H](O)[C@@H]1O,7.14,685.74,1.04,0.4485714285714285
CNC(=O)[C@H]1O[C@@H](n2cnc3c(NOC)nc(C#Cc4ccc(C(C)=O)cc4)nc32)[C@H](O)[C@@H]1O,4.98,466.45,-0.23,0.14000000000000007
CONc1nc(C#Cc2ccccn2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,5.53,398.38,-0.79,0.2185714285714286
Cn1c(-c2cccc(F)c2)nc2c(N)nc(C#CC3(O)CCCC3)nc21,8.01,351.39,2.41,0.5728571428571428
CC(C)C/C=N/Nc1nc(N)c2ncn([C@@H]3O[C@H](CSC(C)C)[C@@H](O)[C@H]3O)c2n1,4.98,423.54,1.61,0.14000000000000007
C[C@@H](Oc1ccccc1)C(=O)Nc1nc(-c2ccccc2)n[nH]1,6.0,308.34,2.88,0.2857142857142857
O=C(c1cccs1)c1nc(NCCO)nc2ccsc12,8.37,305.38,2.39,0.6242857142857142
CN(C)c1nc(-c2nccn2C)c2sccc2n1,7.85,259.34,2.16,0.5499999999999999
Nc1nc(-c2ccco2)c2ncn(C(=O)NCCc3ccccc3)c2n1,8.22,348.37,2.47,0.602857142857143
