,model_name,encoder_freezed,start_freezed,batch_size,epochs,patience,optimizer,loss,reset_weights,dropout,dataset
0,encoder_predictor_128_v3,True,False,16,100,10,adam,mse,False,0.6,data_clean_nosalt_canon_a2d.csv
