epoch,train_loss,val_loss
0,0.029066085815429688,0.0229329951107502
1,0.021386001259088516,0.02180088683962822
2,0.018719248473644257,0.02004874125123024
3,0.017409464344382286,0.018991533666849136
4,0.01591549813747406,0.019190018996596336
5,0.014716297388076782,0.018716149032115936
6,0.01354534737765789,0.01793590560555458
7,0.013074626214802265,0.01793449930846691
8,0.012575514614582062,0.017305955290794373
9,0.011950450949370861,0.0174583550542593
10,0.010871414095163345,0.01781024970114231
11,0.010346059687435627,0.018029451370239258
12,0.010635309852659702,0.01749567687511444
13,0.009858337230980396,0.017849233001470566
14,0.009767003357410431,0.01729610376060009
15,0.009470759890973568,0.01731782779097557
16,0.009058546274900436,0.017428291961550713
17,0.008908991701900959,0.017323564738035202
18,0.008373632095754147,0.017256449908018112
19,0.008119083009660244,0.017113281413912773
20,0.008334492333233356,0.01780642196536064
21,0.00800035148859024,0.017277877777814865
22,0.007475604303181171,0.01754532754421234
23,0.007531409151852131,0.01781267486512661
24,0.007653788197785616,0.017286021262407303
25,0.007522721774876118,0.017331905663013458
26,0.0071135638281702995,0.016819583252072334
27,0.007269398774951696,0.017153983935713768
28,0.007123785559087992,0.017707712948322296
29,0.006725265644490719,0.01709131710231304
30,0.006865817587822676,0.01694844663143158
31,0.006705100182443857,0.017198942601680756
32,0.006488042417913675,0.017068788409233093
33,0.006631713360548019,0.017212038859725
34,0.006242724601179361,0.01680416613817215
35,0.006400382611900568,0.016987791284918785
36,0.0061836871318519115,0.016973374411463737
37,0.005853199400007725,0.017328286543488503
38,0.0059809209778904915,0.01707899570465088
39,0.0061433156952261925,0.017030365765094757
40,0.006150598172098398,0.017186451703310013
41,0.0058665466494858265,0.017047863453626633
42,0.005897552706301212,0.017316002398729324
43,0.005784807726740837,0.017038151621818542
44,0.005856909789144993,0.017687533050775528
0,0.007815496996045113,0.017107104882597923
1,0.007749804761260748,0.018098246306180954
2,0.007354856468737125,0.017123160883784294
3,0.0077942656353116035,0.017084738239645958
4,0.007205318659543991,0.017300700768828392
5,0.0064869048073887825,0.017282474786043167
6,0.006877196952700615,0.01688004843890667
7,0.006532312836498022,0.0176219679415226
8,0.00641049025580287,0.01652810350060463
9,0.006005591247230768,0.016957182437181473
10,0.005770403891801834,0.01660187914967537
11,0.006019435357302427,0.017532870173454285
12,0.005488621536642313,0.01676141656935215
13,0.0054245926439762115,0.017150793224573135
14,0.005710209719836712,0.01624147593975067
15,0.005216833204030991,0.016545211896300316
16,0.005059195216745138,0.016759701073169708
17,0.005005917511880398,0.017227644100785255
18,0.0052791484631598,0.016558604314923286
19,0.00504277553409338,0.015716534107923508
20,0.004835390020161867,0.016102876514196396
21,0.004800323862582445,0.016373420134186745
22,0.0050190770998597145,0.016272656619548798
23,0.005074881017208099,0.016039490699768066
24,0.004632165189832449,0.016141021624207497
25,0.004516733810305595,0.016783811151981354
26,0.004886129405349493,0.016206474974751472
27,0.004529652651399374,0.016079995781183243
28,0.004474485293030739,0.01593783125281334
29,0.004300761502236128,0.015354846604168415
30,0.0041097840294241905,0.016382575035095215
31,0.004021561238914728,0.015607952140271664
32,0.0042701889760792255,0.016048317775130272
33,0.004018969368189573,0.0158890038728714
34,0.003921097610145807,0.01592487283051014
35,0.0037166120018810034,0.016206583008170128
36,0.003995615057647228,0.015562081709504128
37,0.0036725823301821947,0.015883665531873703
38,0.003735606325790286,0.015786968171596527
39,0.0038366580847650766,0.015362454578280449
