epoch,train_loss,val_loss
0,0.029744187369942665,0.026371484622359276
1,0.026667946949601173,0.02665436826646328
2,0.025929797440767288,0.025803126394748688
3,0.024727271869778633,0.024383047595620155
4,0.02509583719074726,0.02559976652264595
5,0.02493327483534813,0.02425110712647438
6,0.02406664565205574,0.024915605783462524
7,0.02346971444785595,0.023055164143443108
8,0.023466169834136963,0.022757338359951973
9,0.022814666852355003,0.023057570680975914
10,0.022207094356417656,0.022015532478690147
11,0.022826284170150757,0.02196625806391239
12,0.02232591062784195,0.02108548767864704
13,0.022041326388716698,0.022183280438184738
14,0.02210179902613163,0.021032899618148804
15,0.020765697583556175,0.020793665200471878
16,0.021249061450362206,0.02115018479526043
17,0.021532278507947922,0.020845599472522736
18,0.020740240812301636,0.020120592787861824
19,0.0203434769064188,0.02048739790916443
20,0.020801180973649025,0.020517168566584587
21,0.020246678963303566,0.020493391901254654
22,0.020322686061263084,0.019593266770243645
23,0.020174166187644005,0.019563866779208183
24,0.020806049928069115,0.019219379872083664
25,0.020328540354967117,0.019202010706067085
26,0.0199806559830904,0.01878940500319004
27,0.01972860097885132,0.019284358248114586
28,0.01994379423558712,0.019515424966812134
29,0.01961684599518776,0.019118664786219597
30,0.01959703490138054,0.018711594864726067
31,0.019515037536621094,0.019084880128502846
32,0.019573524594306946,0.018830621615052223
33,0.01937468908727169,0.018325140699744225
34,0.018807489424943924,0.017878979444503784
35,0.018893277272582054,0.01868613436818123
36,0.01918243058025837,0.01847941055893898
37,0.01866358332335949,0.01854817569255829
38,0.01860075816512108,0.018124083057045937
39,0.018346615135669708,0.018838927149772644
40,0.0182997714728117,0.0175333209335804
41,0.017659364268183708,0.018074817955493927
42,0.018010389059782028,0.01783505454659462
43,0.01822797581553459,0.018120992928743362
44,0.018044590950012207,0.017894554883241653
45,0.018143750727176666,0.01709669642150402
46,0.018448354676365852,0.017930103465914726
47,0.0181812085211277,0.01804141141474247
48,0.018028099089860916,0.017197251319885254
49,0.01779543235898018,0.017640026286244392
50,0.017275188118219376,0.017383776605129242
51,0.017517024651169777,0.01757996715605259
52,0.017806628718972206,0.0168668981641531
53,0.017505694180727005,0.01691770739853382
54,0.017154749482870102,0.017485683783888817
55,0.017405742779374123,0.01679287664592266
56,0.01742846891283989,0.016990650445222855
57,0.017201926559209824,0.016853004693984985
58,0.017772817984223366,0.016742529347538948
59,0.016879696398973465,0.017020514234900475
60,0.017579197883605957,0.017299704253673553
61,0.016969462856650352,0.01657492108643055
62,0.01674008183181286,0.016888171434402466
63,0.017128905281424522,0.01669328473508358
64,0.01656923070549965,0.01663382537662983
65,0.017008516937494278,0.016284262761473656
66,0.016969213262200356,0.016802573576569557
67,0.017089996486902237,0.016825323924422264
68,0.017034338787198067,0.016353413462638855
69,0.016539495438337326,0.01660393364727497
70,0.01676621101796627,0.017140435054898262
71,0.017063239589333534,0.016728581860661507
72,0.015946924686431885,0.016397152096033096
73,0.016768192872405052,0.016567884013056755
74,0.016804689541459084,0.016745014116168022
75,0.016933972015976906,0.016684988513588905
