epoch,train_loss,val_loss
0,0.0387561172246933,0.03250783681869507
1,0.030036713927984238,0.032135918736457825
2,0.028534311801195145,0.030444996431469917
3,0.028305377811193466,0.029323002323508263
4,0.027219241484999657,0.02892429567873478
5,0.027132881805300713,0.027978703379631042
6,0.026920713484287262,0.028026921674609184
7,0.02699538692831993,0.028030704706907272
8,0.026768580079078674,0.02714146301150322
9,0.026303594931960106,0.027212917804718018
10,0.026254333555698395,0.027303189039230347
11,0.02600325644016266,0.026955416426062584
12,0.026007045060396194,0.027015915140509605
13,0.026141934096813202,0.02627509832382202
14,0.025710828602313995,0.026573246344923973
15,0.025812027975916862,0.026205463334918022
16,0.025651507079601288,0.0258787889033556
17,0.025352174416184425,0.025615666061639786
18,0.025150412693619728,0.025915946811437607
19,0.024861721321940422,0.025486070662736893
20,0.024858007207512856,0.025233222171664238
21,0.02537805214524269,0.02570348046720028
22,0.025145549327135086,0.024554124101996422
23,0.025048397481441498,0.024770956486463547
24,0.024658700451254845,0.02461746148765087
25,0.02488325722515583,0.025176914408802986
26,0.02477947250008583,0.024596961215138435
27,0.02486017905175686,0.02435143291950226
28,0.0247503574937582,0.02412433736026287
29,0.024749858304858208,0.02504153735935688
30,0.02415217086672783,0.024121401831507683
31,0.024134056642651558,0.02458120509982109
32,0.024356648325920105,0.02369009144604206
33,0.023492781445384026,0.023904910311102867
34,0.0237274207174778,0.023611310869455338
35,0.023879399523139,0.023503057658672333
36,0.024185486137866974,0.02383965626358986
37,0.0240250863134861,0.02394581027328968
38,0.02375258132815361,0.023303387686610222
39,0.02389211393892765,0.023207316175103188
40,0.02377418801188469,0.023410597816109657
41,0.023676231503486633,0.02318049967288971
42,0.023634176701307297,0.023145603016018867
43,0.023617709055542946,0.02340719848871231
44,0.023415876552462578,0.02331744134426117
45,0.023221947252750397,0.02338375896215439
46,0.023553766310214996,0.02294825203716755
47,0.023609302937984467,0.023110803216695786
48,0.02354898676276207,0.022646790370345116
49,0.022731732577085495,0.022624412551522255
50,0.023072833195328712,0.023256434127688408
51,0.023132530972361565,0.022673698142170906
52,0.023119447752833366,0.022799111902713776
53,0.022820906713604927,0.02253108285367489
54,0.02308190055191517,0.02263878844678402
55,0.02242162637412548,0.02204764634370804
56,0.02265506237745285,0.022279080003499985
57,0.02282855659723282,0.022116979584097862
58,0.022584067657589912,0.021983332931995392
59,0.022700216621160507,0.021990051493048668
60,0.022661037743091583,0.02312116138637066
61,0.022695334628224373,0.021904602646827698
62,0.022301124408841133,0.02169056423008442
63,0.02273731864988804,0.021972516551613808
64,0.02225198969244957,0.02176324464380741
65,0.02246735244989395,0.02194732427597046
66,0.022798126563429832,0.022223569452762604
67,0.021977799013257027,0.021340420469641685
68,0.022326519712805748,0.021627167239785194
69,0.022702908143401146,0.021704090759158134
70,0.022399181500077248,0.02119283936917782
71,0.022689983248710632,0.02203066274523735
72,0.022518718615174294,0.02156400866806507
73,0.02188149094581604,0.021590720862150192
74,0.022020015865564346,0.021633362397551537
75,0.021672001108527184,0.022013463079929352
76,0.02225630357861519,0.022058527916669846
77,0.02231435477733612,0.021237172186374664
78,0.022081784904003143,0.021694185212254524
79,0.02256367728114128,0.022275835275650024
80,0.021773509681224823,0.021282723173499107
